Alpha,mAP_mean,mAP_std,Rank-1_mean,Rank-1_std
0.0,42.160000000000004,0.5176871642217927,42.38,0.39623225512317967
0.1,42.260000000000005,0.4277849927241473,42.7,0.9848857801796099
0.5,42.160000000000004,0.25099800796022287,42.7,0.4062019202317989
